	chart	title	artist	weeks	rank	query_week	lyrics
246	r-b-hip-hop-songs	Pt. 2	Kanye West	2.0	23.0	2016-04-23	"Ohhhhhhh
Ohhhhhhh
Ohhhhhhh
Ohhhhhhh

I go, I go, ay ay, I go
Up in the morning, miss you bad
Sorry I ain't called you back
The same problem my father had
All his time, all he had, all he had
In what he dreamed
All his cash, market crashed
Hurt him bad, people get divorced for that
Drops some stacks pops is good
Momma pass in Hollywood
If you ask, lost my soul
Driving fast, lost control
Off the road, jaw was broke
'Member we all was broke
'Member I'm coming back
I'll be taking all the stacks
...


(1409614428508)"
247	r-b-hip-hop-songs	Might Be	DJ Luke Nasty	12.0	25.0	2016-04-23	"Wait...
3.
Aye.

I got a feeling that you might be (high)
Do I turn you on
You can tell me if I'm wrong
Girl, I think you might be (high)
And she don't even smoke
But she swear I got that dope dick
Love it when I fuck her and she (high)
High sex is the best sex
Whenever she stressed
She just want to get (high)
Well get high baby

Get high baby

Is you rolling
I might be
You the shit, you the sugar, honey, ice, tea
What I got to hint for 6
You know I'm a nympho
On my Marshawn Lynch
You know what I'm here for (aye)
Riding through the city and get (high)
Take you to the crib and have one hell of a night
It's ironic cause we on cloud (high)
...


(1409614428508)"
248	r-b-hip-hop-songs	Waves	Kanye West	2.0	30.0	2016-04-23	"Turn it up!

Step up in this bitch like (turn it up!)
I'm the one your bitch like
Yeah I'm the one your bitch like
And I be talkin' shit like
I ain't scared to lose a fistfight
And she grabbin' on my dick like
She wanna see if it'll fit right
That's just the wave

Waves don't die
Let me crash here for the moment
I don't need to own it
No lie
...


(1409614428508)"
249	r-b-hip-hop-songs	Ultralight Beam	Kanye West	1.0	22.0	2016-04-16	"Yes, God)
We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes God)
Hallelujah, God (Yes, God)
We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes, God)

I'm tryna keep my faith
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
This is everything
Deliver us serenity
Deliver us peace
Deliver us loving
We know we need it
You know we need it
You know we need it
That's why we need you now, oh, I
Pray for Paris
Pray for the parents
This is a God dream
This is a God dream
This is a God dream
We on an ultralight beam
We on an ultralight beam

This is a God dream
This is a God dream
This is everything
Everything (Thing, thing, thing)
...


(1409614428508)"
250	r-b-hip-hop-songs	Here	Alessia Cara	26.0	23.0	2016-04-16	"I guess for now you've got the last laugh

I'm sorry if I seem uninterested
Or I'm not listening, or I'm indifferent
Truly I ain't got no business here
But since my friends are here
I just came to kick it
But really I would rather be at home all by myself
Not in this room with people who don't even care about my well being
I don't dance, don't ask
I don't need a boyfriend
So you can go back, please enjoy your party
I'll be here

Somewhere in the corner under clouds of marijuana
with this boy who's hollerin' and I can hardly hear
over this music I don't listen to
And I don't wanna get with you

So tell my friends that I'll be over here
Oh oh oh here, oh oh oh here
Oh oh oh I asked myself, ""What am I doin' here?""
...


(1409614428508)"
251	r-b-hip-hop-songs	Best Friend	Young Thug	20.0	26.0	2016-04-16	"YSL for life, bitch
Yeah fuck you, your momma and everything else
Free the GOAT!

That's my best friend, that's my best friend, flexin'
Big ol' booty bitch missus from Texas, what's next is
I'm gon' skeet off, lil nigga come catch me, catch me
And that's my bestie, my bestie, my best friend, go best friend
Nigga livin' TTG and everything is still on fleek
Bad bitch rollin' wit' me, she gon' smile cause she on fleek
Hundred thousand dollars inside my pants, my shit on fleek
Hey-yeah!

Take them boys to school, swagonometry
Bitch I'm bleeding bad, like a bumble bee
Hold up! Hold it, hold it, nigga proceed
I'ma eat that booty just like groceries
Eat on that coochie, lay that bitch down like ""let's do it""
No Tiger bitch, eat that wood, eat that wood
Supplier, bitch, I got pistols, no wood
I want them tacos that are Meagan Good
...


(1409614428508)"
252	r-b-hip-hop-songs	FML	Kanye West	1.0	30.0	2016-04-16	"I been waiting for a minute
For my, lady
So I can't jeopardize that for one of these hoes
I been living without limits
As far as my business
I'm the only one that's in control
I been feeling all I've given
For my children
I will die for those I love
God, I'm willing
To make this my mission
Give up the women
Before I lose half of what I own
I been thinking
About my vision
Pour out my feelings
Revealing the layers to my soul, my soul
The layers to my soul
Revealing the layers to my soul

They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me
...


(1409614428508)"
253	r-b-hip-hop-songs	Jimmy Choo	Fetty Wap	9.0	31.0	2016-04-16	"My Beamer sit on Jimmy Choos, damn
My bitch, I buy her Jimmy Choo's, damn
My neck a buncha frozen jewels, damn
I can show you what them Benji's do, damn
Benjamin's bring them finer things, damn
That what you want, then go on, get it baby, damn
I hit a lick, ain't have to split it, baby, damn
A hunnid thou in all fifties, baby
Robin jeans and some Jimmy Choo's, damn
All wings, I don't do the True's, damn
Robin jeans and some Jimmy Choo's, damn
All wings, I don't do the True's

What you want, cause you got it, baby
I pull up, see you watchin', baby
...


(1409614428508)"
254	r-b-hip-hop-songs	Say It	Tory Lanez	26.0	13.0	2016-04-09	"Just keepin' it honest
You wouldn't want a young nigga if I wasn't whippin' this foreign
That's why I came back, top down

You gon have to do more than just (say it)
You gon have to do less when you (do it)
Lil mama you know I (show it)
Always want you to (prove it)
You gon have to do more than just (say it)
You gon have to do less when you (do it)
Lil mama you know I (show it)
So you gon need to more than just (prove it)

And you know, you know
And you know, in this foreign car let it go
And you know, you know
And you know, in this foreign car let you know

But I'm not sure that you want me
But I now know
You know I know that this ain't right
Cause you want me cause I got dough
Ever since you walked in inside my foreign, slam my door
You know I know that you been on it
But I been on it, on the low

So let a young nigga get down on it, yeah
Love when you spin round on it, yeah
Even though a young nigga want you
...


(1409614428508)"
255	r-b-hip-hop-songs	In The Night	The Weeknd	23.0	18.0	2016-04-09	"All alone she was living
In a world without an end or beginning
Babygirl was living life for the feeling
But I don't mind, I don't mind
And all the wrongs she committed
She was numb and she was so co-dependent
She was young and all she had was the city
But I don't mind, I don't mind

And I know that she's capable of anything, it's riveting
But when you wake up she's always gone, gone, gone

In the night she hears him calling
In the night she's dancing to relieve the pain
She'll never walk away (I don't think you understand)
...


(1409614428508)"
256	r-b-hip-hop-songs	Acquainted	The Weeknd	31.0	22.0	2016-04-09	"Baby, you're no good
'Cause they warned me 'bout your type girl
I've been ducking left and right
Baby, you're no good
Think I fell for you, I fell for you, I fell for you

You got me puttin' time in, time in
Nobody got me feeling this way
You probably think I'm lying, lying
I'm used to bitches comin' right 'way

You got me touchin' on your body
You got me touchin' on your body
To say that we're in love is dangerous
But girl I'm so glad we're acquainted
I'll get you touchin' on your body
I'll get you touchin' on your body
I know I'd rather be complacent
But girl I'm so glad we're acquainted
We're acquainted

Baby, you're no good
All my niggas think I'm crazy 'cause I'm thinkin' 'bout us lately
But really if I could
...


(1409614428508)"
257	r-b-hip-hop-songs	With Them	Young Thug	1.0	26.0	2016-04-09	"Thugger Thugger baby
Fuck all that let's get to it
What lil' shawty say?

She suck on that dick on the plane and I just called her airhead (Woo!)
I just went hunting, I found me a rabbit, I picked out the carrots
I'm just high smoking kush, I need some Moonrock out in Cali
I got a white bitch and she give me that Becky but her name is Sari
I pimp, I don't play with them
She bad, I might stay with her
Stack it up like a Lego, yeah
Homicide, you can lay with them
Got some hoes, you can stay with them
You know that we players, we playing them
She can't be my wife, I can't lay in there
Diamonds all black like I'm racist now

Riding through the city, windows tinted, AC blast
I got bitches wanna fuck me, so so wrong, do me bad
I got cash in my pants, I got cash on her ass
AP dance, bitches glance, cause my diamonds look like glass

I wanna fuck her but she play more games than the NBA
Early morning, got a dentist appointment, lil' bitch you can check out the dentures plate
I got so much jewellery, baby I got so much water this shit like a mini-lake
Fuck nigga play I'ma send him to meet his maker then ask God for forgiveness bae
Cop a chopper, end up flipping nigga
...


(1409614428508)"
